,Nombre,Código NIF,Localidad,Coordenada - X,Coordenada - Y,Ultimo año disponible,Ultimo número empleados,No of companies in corporate group,Código primario CNAE 2009,Literal código CNAE 2009 primario,Descripción actividad,"Ingresos de explotación
EUR
Últ. año disp.","Ingresos de explotación
EUR
2020","Ingresos de explotación
EUR
2019","Ingresos de explotación
EUR
2018","Ingresos de explotación
EUR
2017","Ingresos de explotación
EUR
2016","Ingresos de explotación
EUR
2015","Ingresos de explotación
EUR
2014","Ingresos de explotación
EUR
2013","Ingresos de explotación
EUR
2012","Ingresos de explotación
EUR
2011","Ingresos de explotación
EUR
2010","Resultado del Ejercicio
EUR
Últ. año disp.","Resultado del Ejercicio
EUR
2020","Resultado del Ejercicio
EUR
2019","Resultado del Ejercicio
EUR
2018","Resultado del Ejercicio
EUR
2017","Resultado del Ejercicio
EUR
2016","Resultado del Ejercicio
EUR
2015","Resultado del Ejercicio
EUR
2014","Resultado del Ejercicio
EUR
2013","Resultado del Ejercicio
EUR
2012","Resultado del Ejercicio
EUR
2011","Resultado del Ejercicio
EUR
2010","Rentabilidad económica (%)
%
Últ. año disp.","Rentabilidad económica (%)
%
2020","Rentabilidad económica (%)
%
2019","Rentabilidad económica (%)
%
2018","Rentabilidad económica (%)
%
2017","Rentabilidad económica (%)
%
2016","Rentabilidad económica (%)
%
2015","Rentabilidad económica (%)
%
2014","Rentabilidad económica (%)
%
2013","Rentabilidad económica (%)
%
2012","Rentabilidad económica (%)
%
2011","Rentabilidad económica (%)
%
2010","Rentabilidad financiera (%)
%
Últ. año disp.","Rentabilidad financiera (%)
%
2020","Rentabilidad financiera (%)
%
2019","Rentabilidad financiera (%)
%
2018","Rentabilidad financiera (%)
%
2017","Rentabilidad financiera (%)
%
2016","Rentabilidad financiera (%)
%
2015","Rentabilidad financiera (%)
%
2014","Rentabilidad financiera (%)
%
2013","Rentabilidad financiera (%)
%
2012","Rentabilidad financiera (%)
%
2011","Rentabilidad financiera (%)
%
2010","Liquidez general
%
Últ. año disp.","Liquidez general
%
2020","Liquidez general
%
2019","Liquidez general
%
2018","Liquidez general
%
2017","Liquidez general
%
2016","Liquidez general
%
2015","Liquidez general
%
2014","Liquidez general
%
2013","Liquidez general
%
2012","Liquidez general
%
2011","Liquidez general
%
2010","Endeudamiento (%)
%
Últ. año disp.","Endeudamiento (%)
%
2020","Endeudamiento (%)
%
2019","Endeudamiento (%)
%
2018","Endeudamiento (%)
%
2017","Endeudamiento (%)
%
2016","Endeudamiento (%)
%
2015","Endeudamiento (%)
%
2014","Endeudamiento (%)
%
2013","Endeudamiento (%)
%
2012","Endeudamiento (%)
%
2011","Endeudamiento (%)
%
2010","Número empleados
Últ. año disp.","Número empleados
2020","Número empleados
2019","Número empleados
2018","Número empleados
2017","Número empleados
2016","Número empleados
2015","Número empleados
2014","Número empleados
2013","Número empleados
2012","Número empleados
2011","Número empleados
2010","Distribución - Mujeres
Últ. año disp.","Distribución - Mujeres
2020","Distribución - Mujeres
2019","Distribución - Mujeres
2018","Distribución - Mujeres
2017","Distribución - Mujeres
2016","Distribución - Mujeres
2015","Distribución - Mujeres
2014","Distribución - Mujeres
2013","Distribución - Mujeres
2012","Distribución - Mujeres
2011","Distribución - Mujeres
2010","Distribución - Hombres
Últ. año disp.","Distribución - Hombres
2020","Distribución - Hombres
2019","Distribución - Hombres
2018","Distribución - Hombres
2017","Distribución - Hombres
2016","Distribución - Hombres
2015","Distribución - Hombres
2014","Distribución - Hombres
2013","Distribución - Hombres
2012","Distribución - Hombres
2011","Distribución - Hombres
2010"
847.,SOFTWARE Y MAINTENANCE SL,B48446546,BILBAO,-2.94514161,43.26583146,31/12/2019,32,5,6202,Actividades de consultoría informática,Servicios de Consultoría informática.,"4,911,616",n.d.,"4,911,616","6,056,268","6,823,028","5,788,737","4,631,386","4,365,652","4,924,968","5,508,756","4,701,662","3,542,985","56,155",n.d.,"56,155","75,765","87,700","59,684","16,297","4,407","7,270","-17,704","9,890","20,593",-0.41,n.d.,-0.41,3.70,3.22,3.45,0.65,0.37,0.69,-1.41,0.83,2.08,-0.93,n.d.,-0.93,8.59,10.25,11.58,1.43,0.79,1.42,-3.80,1.81,4.32,1.73,n.d.,1.73,1.57,1.32,1.39,1.80,1.75,1.70,1.40,1.53,1.86,55.86,n.d.,55.86,56.96,68.54,70.18,54.30,53.33,51.64,62.99,54.23,51.78,32,n.d.,32,34,31,31,28,31,36,43,47,39,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,8,12,n.d.,n.d.,14,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,21,18,n.d.,n.d.,30,n.d.
848.,ARIS RISK SOLUTIONS SOCIEDAD LIMITADA.,B93025195,ARMILLA,-3.61240362,37.15523173,31/12/2018,70,8,6311,"Proceso de datos, hosting y actividades relacionadas","a) Consultoría, soporte, desarrollo, explotación, distribución y ventas de productos y sistemas de tecnología de la información. b) Desarrollo de servicios y bases de datos de información comercial, mercantil, económica y jurídica para su posterior consulta y comercialización. c) Venta e intermediac.","4,910,487",n.d.,n.d.,"4,910,487","2,187,946","890,067",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,"906,901",n.d.,n.d.,"906,901","-1,712,571","-1,729,165","-47,874","-149,882","-102,981","-106,794","-87,704","-18,164",13.19,n.d.,n.d.,13.19,-12.80,-13.45,-0.93,-3.12,-2.09,-2.12,-2.05,-0.52,36.95,n.d.,n.d.,36.95,-104.37,-38.48,-0.93,-3.12,-2.09,-2.15,84.83,115.78,5.07,n.d.,n.d.,5.07,0.98,0.97,0.79,18.17,13.22,1.22,0.11,0.03,64.29,n.d.,n.d.,64.29,87.74,65.03,0.07,0.01,0.05,1.21,102.42,100.45,70,n.d.,n.d.,70,61,23,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,24,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,38,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
849.,STACKS CONSULTING E INGENIERIA EN SOFTWARE SL,B59843920,BARCELONA,2.15217187,41.39572231,31/12/2019,61,85,6202,Actividades de consultoría informática,Servicios tecnológicos y consultoría orientada exclusivamente al sector sanitario.,"4,904,033",n.d.,"4,904,033","4,402,421","4,702,569","5,368,486","5,417,941","5,228,833","4,911,823","5,161,032","5,610,738","5,618,181","-833,359",n.d.,"-833,359","-2,923,228","-2,134,385","-590,092","-180,058","-212,746","240,949","431,333","562,392","583,461",-16.01,n.d.,-16.01,-52.14,-26.38,-5.29,-2.31,-3.17,4.72,10.33,11.99,13.52,16.40,n.d.,16.40,68.81,"2,025.75",-29.08,-6.87,-7.60,9.48,16.06,20.72,19.36,1.28,n.d.,1.28,1.69,3.27,3.72,6.56,1.55,1.80,2.57,2.30,3.16,197.63,n.d.,197.63,175.78,101.30,81.80,66.33,58.24,50.21,35.71,42.14,30.18,61,n.d.,61,66,44,45,46,46,45,43,44,45,15,n.d.,15,16,12,n.d.,13,13,8,n.d.,8,8,47,n.d.,47,50,33,n.d.,33,33,30,n.d.,30,30
850.,"CARAVEL INNOVATION, SOCIEDAD LIMITADA.",B76271808,LAS PALMAS DE GRAN CANARIA,-15.41977954,28.10714325,31/12/2019,20,7,7022,Otras actividades de consultoría de gestión empresarial,"Otras actividades de consultoría de gestión empresarial. Proceso de datos, hosting y actividades relacionadas. Portales web. Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos permitidos por derecho de autor","4,903,654",n.d.,"4,903,654","3,756,367","1,327,123",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,"3,496,901",n.d.,"3,496,901","2,429,055","996,010",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,93.44,n.d.,93.44,124.80,96.59,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,110.70,n.d.,110.70,148.96,104.04,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,11.78,n.d.,11.78,5.78,12.61,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,15.59,n.d.,15.59,16.22,7.16,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,20,n.d.,20,22,7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
851.,MOTORK SPAIN GESTIONES COMERCIALES SL.,B66753526,BARCELONA,2.14581993,41.39681551,31/12/2019,20,6,6202,Actividades de consultoría informática,"EL DESARROLLO, COMERCIO Y MANTENIMIENTO DE SOFTWARE APLICATIVOS PARA INTERNET CON PARTICULAR REFERENCIA AL SECTOR DE LA AUTOMOCION, LAS PRESTACIONES DE SERVICIOS CONEXOS Y ASESORAMIENTO DE TIPO INFORMATICO, ETC","4,902,272",n.d.,"4,902,272","2,503,183","1,885,428","464,198",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,"82,745",n.d.,"82,745","30,927","41,256","2,224",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.57,n.d.,2.57,1.51,3.80,0.56,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,29.13,n.d.,29.13,61.75,112.83,21.41,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.07,n.d.,1.07,1.02,1.03,1.03,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,91.17,n.d.,91.17,97.56,96.64,97.40,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,20,n.d.,20,13,5,1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
852.,TECHNOLOGY MANAGED SERVICES S.L.,B85525863,MAJADAHONDA,-3.85864189,40.4705776,31/12/2018,30,0,6202,Actividades de consultoría informática,Servicios técnicos informáticos en proyectos.,"4,898,555",n.d.,n.d.,"4,898,555","3,407,243","3,450,914","2,335,422","2,419,714","1,654,839","2,160,075","1,756,054","1,546,946","17,542",n.d.,n.d.,"17,542","16,775","9,793","8,904","9,710","9,086","9,650","12,915","10,961",0.60,n.d.,n.d.,0.60,0.57,0.29,0.33,0.43,0.42,0.55,0.80,1.41,1.07,n.d.,n.d.,1.07,0.86,0.69,0.64,0.70,0.66,0.70,1.29,105.93,1.42,n.d.,n.d.,1.42,2.09,1.13,1.15,1.38,1.38,2.56,1.50,1.13,43.69,n.d.,n.d.,43.69,34.40,58.77,47.62,38.71,35.75,21.58,38.49,98.67,39,n.d.,n.d.,39,34,40,n.d.,n.d.,23,n.d.,n.d.,21,n.d.,n.d.,n.d.,n.d.,11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,25,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
853.,LANGUR HOLDING CORPORATION SL.,B87662136,MADRID,-3.69705761,40.44865198,31/12/2019,20,0,7022,Otras actividades de consultoría de gestión empresarial,"Prestación de servicios de asesoramiento en la gestión económica, administrativa, financiera, corporativa, de organizacion, de estructura interna y externa de todo tipo de entidades y empresas focalizadas en el sector energético y desarrollo de proyectos de todo tipo de generación energética..","4,881,197",n.d.,"4,881,197","371,554","248,000",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,"139,769",n.d.,"139,769","152,810","77,961",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,9.69,n.d.,9.69,17.85,35.44,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,19.54,n.d.,19.54,22.05,85.59,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.72,n.d.,0.72,3.58,2.72,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,50.38,n.d.,50.38,19.04,58.59,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
854.,INFOSER NEW TECHNOLOGIES SL.,B87993622,MADRID,-3.63047035,40.47263119,31/12/2019,87,0,6202,Actividades de consultoría informática,"Consultoría informática, venta de equipos y servicios informáticos.","4,872,574",n.d.,"4,872,574","2,361,546",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,"118,128",n.d.,"118,128","103,701",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,10.90,n.d.,10.90,5.74,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,67.80,n.d.,67.80,121.49,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.90,n.d.,0.90,1.04,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,83.92,n.d.,83.92,95.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,27,n.d.,27,11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1,n.d.,1,8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,26,n.d.,26,44,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
855.,CASTILLA-LA MANCHA SERVICIOS TECNOLOGICOS SL,B45585726,TOLEDO,-4.03243512,39.86698678,31/12/2019,38,7,6202,Actividades de consultoría informática,"1. Prestación de servicios de instalación y mantenimiento de instalaciones eléctricas y electrónicas, especialmente de infraestructura, equipos y dispositivos informáticos, eléctricos y electrónicos.2. Servicios de consultoría tecnológica, desarrollo e implementación de aplicaciones informáticas...","4,869,636",n.d.,"4,869,636","4,589,093","3,517,296","2,938,255","1,764,760","1,508,487","1,355,991","1,306,401","1,773,503","2,681,726","2,414,891",n.d.,"2,414,891","2,403,212","1,654,193","1,430,228","679,903","253,908","300,432","34,270","64,214","-810,570",33.48,n.d.,33.48,31.08,23.89,25.91,14.65,12.45,9.37,1.11,2.31,-18.65,73.58,n.d.,73.58,73.21,60.95,86.91,48.08,49.31,41.68,8.12,17.80,-131.46,1.83,n.d.,1.83,1.73,1.60,1.31,1.21,1.10,1.09,1.06,1.16,1.32,54.50,n.d.,54.50,57.55,60.80,70.18,69.53,74.76,77.52,86.31,87.04,85.81,38,n.d.,38,39,30,25,22,14,14,15,20,46,n.d.,n.d.,n.d.,n.d.,21,n.d.,n.d.,10,10,10,10,19,n.d.,n.d.,n.d.,n.d.,12,n.d.,n.d.,4,4,5,6,21
856.,CORE NETWORKS SL,B82999673,MADRID,-3.67266,40.475489,31/12/2018,40,4,6202,Actividades de consultoría informática,Consultoría informática y formación privada para empresas.,"4,863,286",n.d.,n.d.,"4,863,286","3,845,337","3,901,808","4,584,559","3,421,203","2,459,729","2,011,254","1,555,133","1,608,765","35,201",n.d.,n.d.,"35,201","15,019","12,837","9,732","47,380","-105,224","-334,331","151,415","59,635",0.94,n.d.,n.d.,0.94,0.34,0.66,0.43,3.14,-9.23,-36.05,4.23,8.90,1.91,n.d.,n.d.,1.91,0.48,1.69,1.15,5.28,-13.07,-54.58,6.05,16.33,1.60,n.d.,n.d.,1.60,2.96,1.14,1.23,2.16,2.78,2.50,3.54,3.17,50.64,n.d.,n.d.,50.64,29.48,61.11,62.50,40.47,29.39,33.95,30.04,45.52,67,n.d.,n.d.,67,49,40,n.d.,26,n.d.,n.d.,17,18,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,15
857.,FLAT 101 SOCIEDAD LIMITADA.,B99393613,ZARAGOZA,-0.889584,41.671181,31/12/2019,97,0,6202,Actividades de consultoría informática,Consultoría para empresas ECOMMERCE,"4,856,872",n.d.,"4,856,872","3,160,874","1,923,939","1,428,432",n.d.,"484,373",n.d.,n.d.,n.d.,n.d.,"508,414",n.d.,"508,414","602,858","215,611","230,906",n.d.,"106,751",n.d.,n.d.,n.d.,n.d.,23.56,n.d.,23.56,44.77,30.33,36.78,n.d.,71.86,n.d.,n.d.,n.d.,n.d.,34.98,n.d.,34.98,58.72,37.03,57.46,n.d.,107.23,n.d.,n.d.,n.d.,n.d.,2.89,n.d.,2.89,4.34,6.75,2.78,n.d.,2.84,n.d.,n.d.,n.d.,n.d.,32.64,n.d.,32.64,23.76,18.08,35.99,n.d.,32.98,n.d.,n.d.,n.d.,n.d.,21,n.d.,21,21,21,21,n.d.,3,n.d.,n.d.,n.d.,n.d.,10,n.d.,10,n.d.,10,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,10,n.d.,10,n.d.,10,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
858.,LUCIENT DATA SA.,A54101977,ALICANTE/ALACANT,-0.49122088,38.34049344,31/12/2018,10,43,6202,Actividades de consultoría informática,Consultoría informática.,"4,855,989",n.d.,n.d.,"4,855,989","4,696,146","4,752,804","3,493,747","2,941,367","3,041,394","3,304,239","1,318,788","1,359,498","69,789",n.d.,n.d.,"69,789","38,324","-124,646","-134,341","-301,733","135,402","127,574","45,408","71,555",1.99,n.d.,n.d.,1.99,1.29,-2.91,-3.79,-2.90,1.14,3.57,1.05,3.72,7.21,n.d.,n.d.,7.21,4.77,-10.04,-9.70,-9.35,2.43,8.73,2.54,6.54,0.86,n.d.,n.d.,0.86,0.87,0.96,1.27,0.91,1.07,1.17,1.24,1.14,72.37,n.d.,n.d.,72.37,72.93,71.05,60.94,68.98,53.20,59.13,58.89,43.16,71,n.d.,n.d.,71,58,46,44,38,43,47,20,15,n.d.,n.d.,n.d.,n.d.,n.d.,12,12,9,n.d.,n.d.,6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,34,32,29,n.d.,n.d.,16,n.d.
859.,MAGNUM & PARTNERS REAL ESTATE SL,B85815942,MADRID,-3.68182777,40.43141605,31/12/2019,27,0,7022,Otras actividades de consultoría de gestión empresarial,LA GESTION DE ACTIVOS INMOBILIARIOS DE TERCEROS PROCEDENTES DE ADJUDICACIONES FINANCIERAS Y LA PRESTACION DE SERVICIOS INMOBILIARIOS A ENTIDADES FINANCIERAS Y TERCEROS EN GENERAL;.,"4,855,294",n.d.,"4,855,294",n.d.,"3,525,602","2,171,071","3,638,585","3,073,696","1,712,360","2,228,946","988,706","1,027,078","630,135",n.d.,"630,135",n.d.,"480,923","3,037","542,514","339,630","53,940","269,468","58,593","52,341",50.45,n.d.,50.45,n.d.,35.50,0.30,37.57,22.35,7.60,31.84,17.48,12.01,85.75,n.d.,85.75,n.d.,51.58,0.45,72.54,47.83,11.93,66.35,30.27,32.36,2.31,n.d.,2.31,n.d.,3.14,2.79,2.04,1.86,2.71,1.87,2.27,1.57,41.17,n.d.,41.17,n.d.,31.18,34.86,48.21,53.28,36.28,52.01,42.26,62.90,51,n.d.,51,n.d.,35,32,27,22,18,17,13,8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,20,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2,n.d.,n.d.,n.d.
860.,SIPAY PLUS SL.,B60462314,ALCOBENDAS,-3.6577854,40.52378716,31/12/2019,45,2,6209,Otros servicios relacionados con las tecnologías de la información y la informática,Servicios de pasarelas de pagos.,"4,854,720",n.d.,"4,854,720","4,361,009","2,760,893","2,015,962","1,627,611","869,755","754,229","940,382","835,037","926,410","824,642",n.d.,"824,642","1,062,876","1,047,538","108,925","76,467","-78,729","4,561","25,157","34,370","107,046",20.95,n.d.,20.95,42.00,29.34,6.83,4.51,-5.39,0.26,1.37,1.71,4.96,29.39,n.d.,29.39,64.53,48.65,11.55,7.80,-8.71,0.48,2.57,3.61,11.65,3.41,n.d.,3.41,2.87,2.11,1.76,2.14,2.95,1.99,1.30,1.19,1.92,28.73,n.d.,28.73,34.91,39.68,40.87,42.21,38.12,45.86,46.58,52.47,57.45,51,n.d.,51,40,32,24,12,2,3,5,10,10,n.d.,n.d.,n.d.,n.d.,17,n.d.,n.d.,n.d.,4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,15,n.d.,n.d.,n.d.,2,n.d.,n.d.,n.d.
861.,CONSULTORIA Y COMUNICACIONES DE NAVARRA S.L.,B31549256,ARANGUREN,-1.619668,42.800148,31/12/2019,75,0,6202,Actividades de consultoría informática,Consultoría informática,"4,851,213",n.d.,"4,851,213","4,157,514","3,616,170","3,642,651","3,663,430","3,867,019","3,300,749","3,248,427","2,723,648","2,434,772","212,813",n.d.,"212,813","231,565","214,133","362,715","482,605","705,660","471,472","461,145","218,665","76,806",3.96,n.d.,3.96,4.31,3.63,6.35,8.66,12.49,10.51,11.92,8.02,3.05,5.93,n.d.,5.93,6.86,5.93,10.31,14.71,23.61,20.44,23.83,14.26,5.63,4.34,n.d.,4.34,4.47,4.43,4.72,4.50,3.48,3.84,2.60,3.17,2.42,33.16,n.d.,33.16,37.22,38.85,38.46,41.13,47.08,48.56,49.98,43.72,45.91,75,n.d.,75,65,55,57,56,55,51,48,45,42,20,n.d.,20,19,n.d.,22,n.d.,20,n.d.,n.d.,n.d.,n.d.,59,n.d.,59,49,n.d.,40,n.d.,42,n.d.,n.d.,n.d.,n.d.
862.,MARC INTELIGENT SYSTEMS SL,B92286343,MALAGA,-4.547979,36.732915,31/12/2019,7,2,6209,Otros servicios relacionados con las tecnologías de la información y la informática,"PROVEEDOR, REVENDEDOR DE PRODUCTOS Y SERVICIOS INTERACTIVOS, DE TELECOMUNICACIONES, INFORMATICOS O/Y COMPUTACIONALES A TRAVES DE CUALQUIER MEDIO FISICO O VIRTUAL, ETC","4,848,819",n.d.,"4,848,819","3,021,110","1,001,563","1,862,985","2,038,270","2,567,200","2,385,641","829,544","632,353","1,280,460","563,101",n.d.,"563,101","250,744","43,469","4,527","-21,274","-11,628","24,050","-41,596","-85,062","38,160",45.77,n.d.,45.77,27.96,5.79,0.95,-2.98,-1.80,3.65,-5.83,-11.88,4.95,57.03,n.d.,57.03,43.94,11.51,1.76,-6.07,-3.23,6.70,-11.05,-20.86,8.53,3.79,n.d.,3.79,1.72,0.99,0.80,0.82,0.91,0.99,0.85,0.93,1.58,19.75,n.d.,19.75,36.36,49.68,46.09,50.85,44.45,45.44,47.29,43.06,42.03,7,n.d.,7,4,3,3,3,2,3,2,3,3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1,n.d.
863.,YG COMPANIES CONSULTORES S.L.,B67059709,BARCELONA,2.13781179,41.39048531,31/12/2018,16,0,7022,Otras actividades de consultoría de gestión empresarial,"LA GESTION Y ADMINISTRACION DE TITULOS VALORES REPRESENTATIVOS DEL PATRIMONIO NETO DE SOCIEDADES Y OTRAS ENTIDADES, RESIDENTES O NO RESIDENTES EN TERRITORIO ESPAÑOL , ETC","4,837,007",n.d.,n.d.,"4,837,007","634,199",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,"224,959",n.d.,n.d.,"224,959","-180,413",n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,17.84,n.d.,n.d.,17.84,-32.50,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,55.74,n.d.,n.d.,55.74,-74.35,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.39,n.d.,n.d.,1.39,1.47,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,67.99,n.d.,n.d.,67.99,56.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,16,n.d.,n.d.,16,4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
864.,BASE 100 SA,A85720894,MADRID,-3.67017923,40.46162333,31/12/2019,34,0,6209,Otros servicios relacionados con las tecnologías de la información y la informática,"Consultoría y desarrollo de software ,proyecto, software a medida.","4,834,555",n.d.,"4,834,555","3,525,488","1,826,007","1,360,367","1,682,120","1,973,985","1,664,214","1,747,269","1,513,865","1,007,124","86,274",n.d.,"86,274","64,334","24,899","15,486","15,608","53,036","116,026","98,253","165,069","171,016",2.88,n.d.,2.88,3.20,1.28,1.11,1.38,5.42,8.73,9.21,14.87,19.59,7.77,n.d.,7.77,7.27,2.96,1.87,1.96,6.72,14.53,13.94,28.37,41.92,1.48,n.d.,1.48,1.72,1.71,2.27,3.20,4.77,2.27,2.65,1.92,1.15,62.98,n.d.,62.98,55.97,56.72,40.29,29.72,19.46,39.89,33.98,47.57,53.27,34,n.d.,34,34,36,37,27,27,24,21,17,17,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
865.,BUSINESS TRAINING SOLUTIONS SL,B95138160,BILBAO,-2.94606974,43.2608603,31/12/2019,35,29,7022,Otras actividades de consultoría de gestión empresarial,Consultora internacional para formación estrategica a grandes empresas.,"4,832,996",n.d.,"4,832,996","6,701,038","5,080,041","4,963,141","5,545,202","4,764,210","3,624,461","3,224,190","2,488,618","2,292,418","-1,096,714",n.d.,"-1,096,714","-22,308","741,457","-28,200","164,137","594,699","185,349","82,894",-527,"224,775",-12.11,n.d.,-12.11,-0.22,9.26,-0.77,3.79,16.87,8.81,5.53,-0.03,19.31,-125.95,n.d.,-125.95,-0.96,30.35,-3.52,10.24,54.66,28.88,10.54,-0.08,36.81,0.81,n.d.,0.81,1.04,1.23,1.16,1.47,1.41,1.39,2.01,1.48,2.03,90.38,n.d.,90.38,77.44,69.48,78.19,62.98,69.14,69.48,47.57,63.80,47.54,50,n.d.,50,44,44,41,37,26,25,25,n.d.,25,n.d.,n.d.,n.d.,n.d.,n.d.,16,n.d.,n.d.,11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,24,n.d.,n.d.,14,n.d.,n.d.,n.d.
